component_name,component_group_name,meta_value,ID_0_rep_1,ID_0_rep_2,ID_10_rep_1,ID_10_rep_2,ID_12_rep_1,ID_12_rep_2,ID_14_rep_1,ID_14_rep_2,ID_16_rep_1,ID_16_rep_2,ID_18_rep_1,ID_18_rep_2,ID_20_rep_1,ID_20_rep_2,ID_22_rep_1,ID_22_rep_2,ID_24_rep_1,ID_24_rep_2,ID_26_rep_1,ID_26_rep_2,ID_28_rep_1,ID_28_rep_2,ID_2_rep_1,ID_2_rep_2,ID_30_rep_1,ID_30_rep_2,ID_32_rep_1,ID_32_rep_2,ID_34_rep_1,ID_34_rep_2,ID_36_rep_1,ID_36_rep_2,ID_38_rep_1,ID_38_rep_2,ID_40_rep_1,ID_40_rep_2,ID_42_rep_1,ID_42_rep_2,ID_44_rep_1,ID_44_rep_2,ID_46_rep_1,ID_46_rep_2,ID_48_rep_1,ID_48_rep_2,ID_4_rep_1,ID_4_rep_2,ID_50_rep_1,ID_50_rep_2,ID_6_rep_1,ID_6_rep_2,ID_8_rep_1,ID_8_rep_2
Asp_390,Asp_390,absolute_difference,0.000748,0.003326,0.312938,0.313638,0.312248,0.310629,0.310364,0.305316,0.303665,0.305993,0.308298,0.310354,0.309183,0.306374,0.305548,0.307863,0.30959,0.311256,0.311075,0.307234,0.302866,0.304859,0.299413,0.302253,0.314868,0.313791,0.311289,0.309819,0.325302,0.32602,0.30788,0.306878,0.305252,0.303504,0.311528,0.310574,0.314058,0.310655,0.30725,0.304305,0.309454,0.30594,0.308704,0.306666,0.268603,0.281231,0.310022,0.308747,0.30736,0.307582,0.308392,0.308624
Asp_390,Asp_390,peak_apex_int,0.648346,0.650924,0.33466,0.33396,0.33535,0.336969,0.337235,0.342283,0.343933,0.341606,0.3393,0.337244,0.338415,0.341224,0.34205,0.339735,0.338008,0.336342,0.336523,0.340364,0.344732,0.342739,0.348185,0.345345,0.332731,0.333808,0.33631,0.337779,0.322296,0.321578,0.339718,0.34072,0.342347,0.344094,0.33607,0.337024,0.333541,0.336943,0.340348,0.343293,0.338145,0.341658,0.338894,0.340932,0.378996,0.366368,0.337576,0.338851,0.340239,0.340017,0.339206,0.338974
Asp_391,Asp_390,RT,727.910095,727.863708,727.810913,727.787537,727.830078,727.852905,727.753174,727.710632,727.781433,727.751221,727.83374,727.772827,727.839905,727.788513,727.833862,727.816956,727.854431,727.810608,727.722412,727.818298,727.854126,727.794983,727.763,727.847656,727.765198,727.797424,727.848938,727.79187,727.619751,727.698242,727.830139,727.694153,727.786011,727.773804,727.799805,727.786194,727.80603,727.817749,727.792542,727.756165,727.777893,727.699463,727.781799,727.737976,727.580994,727.539673,727.78363,727.778198,727.880554,727.868042,727.846191,727.860535
Asp_391,Asp_390,absolute_difference,0.002246,0.000719,0.174409,0.177969,0.176134,0.175384,0.172859,0.173114,0.174327,0.17135,0.17598,0.178823,0.173379,0.174983,0.172288,0.175296,0.174352,0.179156,0.175445,0.17701,0.174938,0.173734,0.16578,0.169584,0.176903,0.17792,0.178844,0.177278,0.180552,0.170161,0.173378,0.174568,0.1738,0.173735,0.173691,0.175397,0.176361,0.176709,0.175455,0.172269,0.175024,0.172619,0.174247,0.172709,0.152839,0.149007,0.17917,0.176578,0.175419,0.174414,0.175871,0.175798
Asp_391,Asp_390,peak_apex_int,0.225823,0.224296,0.397986,0.401546,0.399711,0.398961,0.396436,0.396691,0.397904,0.394927,0.399557,0.4024,0.396955,0.39856,0.395865,0.398873,0.397929,0.402733,0.399022,0.400587,0.398515,0.397311,0.389357,0.393161,0.40048,0.401497,0.402421,0.400855,0.404128,0.393737,0.396955,0.398145,0.397377,0.397312,0.397268,0.398974,0.399938,0.400286,0.399032,0.395846,0.398601,0.396196,0.397824,0.396286,0.376416,0.372584,0.402747,0.400155,0.398996,0.397991,0.399447,0.399375
Asp_392,Asp_390,RT,727.910095,727.863708,727.810913,727.787537,727.830078,727.852905,727.753174,727.710632,727.781433,727.751221,727.83374,727.772827,727.839905,727.788513,727.833862,727.816956,727.854431,727.810608,727.722412,727.818298,727.854126,727.794983,727.763,727.847656,727.765198,727.797424,727.848938,727.79187,727.619751,727.698242,727.830139,727.694153,727.786011,727.773804,727.799805,727.786194,727.80603,727.817749,727.792542,727.756165,727.777893,727.699463,727.781799,727.737976,727.580994,727.539673,727.78363,727.778198,727.880554,727.868042,727.846191,727.860535
Asp_392,Asp_390,absolute_difference,0.002042,0.00347,0.089726,0.087156,0.08676,0.087791,0.086502,0.086522,0.082224,0.088592,0.08506,0.085297,0.088786,0.086043,0.085706,0.085121,0.086822,0.085682,0.087642,0.085507,0.081426,0.084594,0.084521,0.083459,0.089437,0.088214,0.08579,0.085479,0.089366,0.102118,0.08785,0.085516,0.08556,0.084091,0.089649,0.08709,0.089552,0.086015,0.08547,0.085596,0.08752,0.086329,0.087521,0.086206,0.073188,0.087871,0.083141,0.085814,0.085089,0.085712,0.085361,0.086009
Asp_392,Asp_390,peak_apex_int,0.102719,0.101291,0.194487,0.191917,0.191521,0.192552,0.191263,0.191283,0.186985,0.193353,0.189821,0.190058,0.193547,0.190804,0.190467,0.189882,0.191583,0.190443,0.192403,0.190267,0.186187,0.189355,0.189282,0.188219,0.194198,0.192974,0.19055,0.19024,0.194127,0.206879,0.19261,0.190276,0.190321,0.188852,0.19441,0.191851,0.194313,0.190776,0.190231,0.190356,0.192281,0.191089,0.192282,0.190967,0.177949,0.192631,0.187901,0.190574,0.189849,0.190473,0.190121,0.19077
Asp_393,Asp_390,RT,727.910095,727.863708,727.810913,727.787537,727.830078,727.852905,727.753174,727.710632,727.781433,727.751221,727.83374,727.772827,727.839905,727.788513,727.833862,727.816956,727.854431,727.810608,727.722412,727.818298,727.854126,727.794983,727.763,727.847656,727.765198,727.797424,727.848938,727.79187,727.619751,727.698242,727.830139,727.694153,727.786011,727.773804,727.799805,727.786194,727.80603,727.817749,727.792542,727.756165,727.777893,727.699463,727.781799,727.737976,727.580994,727.539673,727.78363,727.778198,727.880554,727.868042,727.846191,727.860535
Asp_393,Asp_390,absolute_difference,0.000951,0.000575,0.048803,0.048513,0.049354,0.047454,0.051002,0.04568,0.047114,0.04605,0.047258,0.046234,0.047018,0.045348,0.047553,0.047446,0.048416,0.046418,0.047988,0.044717,0.046502,0.046531,0.049112,0.049211,0.048527,0.047657,0.046655,0.047062,0.055384,0.053741,0.046652,0.046794,0.045891,0.045678,0.048188,0.048086,0.048144,0.047931,0.046326,0.046441,0.04691,0.046993,0.046935,0.047751,0.042575,0.044352,0.047711,0.046355,0.046852,0.047456,0.047161,0.046817
Asp_393,Asp_390,peak_apex_int,0.023113,0.023489,0.072867,0.072577,0.073419,0.071518,0.075066,0.069744,0.071178,0.070114,0.071322,0.070298,0.071082,0.069412,0.071617,0.07151,0.07248,0.070482,0.072052,0.068781,0.070566,0.070595,0.073176,0.073276,0.072592,0.071721,0.07072,0.071126,0.079449,0.077806,0.070716,0.070859,0.069955,0.069743,0.072252,0.07215,0.072208,0.071995,0.07039,0.070505,0.070974,0.071057,0.071,0.071815,0.06664,0.068417,0.071776,0.070419,0.070916,0.07152,0.071226,0.070882
Asp_418,Asp_418,RT,727.907349,727.857178,727.875305,727.79303,727.809692,727.787964,727.707886,727.69397,727.78833,727.788452,727.83783,727.812378,727.85907,727.867676,727.753113,727.821106,727.834717,727.800293,727.759827,727.824036,727.850891,727.78186,727.849731,727.818298,727.864929,727.840637,727.871277,727.794312,727.696716,727.664551,727.901367,727.74115,727.755066,727.794678,727.772217,727.786987,727.819336,727.784607,727.759705,727.821594,727.840759,727.759949,727.801453,727.767029,727.645813,727.78833,727.780334,727.808533,727.897644,727.856384,727.848694,727.852844
Asp_418,Asp_418,absolute_difference,0.000152,0.001575,0.337846,0.338113,0.336706,0.336006,0.34716,0.34567,0.333682,0.333239,0.33637,0.335328,0.329573,0.332144,0.333785,0.336289,0.335121,0.335826,0.33515,0.331206,0.331459,0.332936,0.330566,0.332991,0.34011,0.341085,0.334479,0.339385,0.349623,0.358291,0.33378,0.337349,0.332804,0.331732,0.338545,0.333379,0.338727,0.33636,0.33344,0.335818,0.33387,0.335332,0.333551,0.333791,0.30501,0.291355,0.333638,0.333312,0.334451,0.332002,0.331587,0.33451
Asp_418,Asp_418,peak_apex_int,0.635749,0.637171,0.29775,0.297484,0.29889,0.299591,0.288437,0.289927,0.301915,0.302357,0.299227,0.300268,0.306023,0.303453,0.301811,0.299308,0.300476,0.29977,0.300447,0.30439,0.304137,0.30266,0.30503,0.302605,0.295487,0.294512,0.301117,0.296211,0.285973,0.277306,0.301817,0.298248,0.302792,0.303864,0.297051,0.302217,0.29687,0.299237,0.302157,0.299779,0.301726,0.300264,0.302045,0.301806,0.330586,0.344241,0.301958,0.302285,0.301145,0.303594,0.30401,0.301087
Asp_419,Asp_418,RT,727.907349,727.857178,727.875305,727.79303,727.809692,727.787964,727.707886,727.69397,727.78833,727.788452,727.83783,727.812378,727.85907,727.867676,727.753113,727.821106,727.834717,727.800293,727.759827,727.824036,727.850891,727.78186,727.849731,727.818298,727.864929,727.840637,727.871277,727.794312,727.696716,727.664551,727.901367,727.74115,727.755066,727.794678,727.772217,727.786987,727.819336,727.784607,727.759705,727.821594,727.840759,727.759949,727.801453,727.767029,727.645813,727.78833,727.780334,727.808533,727.897644,727.856384,727.848694,727.852844
